desktop,Name[zh_TW],GenericName[zh_TW],Comment[zh_TW],Name[zh_CN],GenericName[zh_CN],Comment[zh_CN],Name,Name[zh_HK],GenericName[zh_HK],Comment[zh_HK],Categories
Open-Sankore.desktop,電子白板_Open Sankore,一套開放源碼互動式電子白板軟體,電子白板_Open Sankore,电子白板_OpenSankore,一套开放源码交互式电子白板软件,电子白板_OpenSankore,Misc_Open Sankore,電子白板_Open Sankore,一套開放源碼互動式電子白板軟體,電子白板_Open Sankore,Tutorial;
jclic.desktop,教學設計_jClic,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic,教学设计_jClic,JClic是一个计算机教学应用软件，用于设计不同类型的教育活动，如拼图，关联，文字练习，填字游戏等,教学设计_jClic,Misc_jClic,教學設計_jClic,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic,Tutorial;
jclicauthor.desktop,教學設計_jClic Author,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic Author,教学设计_jClicAuthor,JClic是一个计算机教学应用软件，用于设计不同类型的教育活动，如拼图，关联，文字练习，填字游戏等,教学设计_jClicAuthor,Misc_jClic Author,教學設計_jClic Author,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic Author,Tutorial;
jclicreports.desktop,教學設計_jClic Report Server,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic Report Server,教学设计_jClicReportServer,JClic是一个计算机教学应用软件，用于设计不同类型的教育活动，如拼图，关联，文字练习，填字游戏等,教学设计_jClicReportServer,Misc_jClic Report Server,教學設計_jClic Report Server,JClic 是一個電腦教學應用軟體，用於設計不同類型的教育活動，如拼圖，關聯，文字練習，填字遊戲等,教學設計_jClic Report Server,Tutorial;
ardesia.desktop,桌面畫筆_Ardesia,可錄製桌面塗鴉的軟體,桌面畫筆_Ardesia,桌面画笔_Ardesia,可录制桌面涂鸦的软件,桌面画笔_Ardesia,Misc_Ardesia,桌面畫筆_Ardesia,可錄製桌面塗鴉的軟體,桌面畫筆_Ardesia,Tutorial;
curtain.desktop,布幕程式_Curtain,模擬背景，布幕的軟體,布幕程式_Curtain,布幕程序_Curtain,仿真后台，布幕的软件,布幕程序_Curtain,Misc_Curtain,布幕程式_Curtain,模擬背景，布幕的軟體,布幕程式_Curtain,Tutorial;
spotlighter.desktop,聚光燈_Spotlighter,顯示和移動聚光燈的軟體,聚光燈_Spotlighter,聚光灯_Spotlighter,显示和移动聚光灯的软件,聚光灯_Spotlighter,Misc_Spotlighter,聚光燈_Spotlighter,顯示和移動聚光燈的軟體,聚光燈_Spotlighter,Tutorial;
easystroke.desktop,滑鼠手勢_Easystroke,可設定滑鼠手勢來執行電腦相關作業的軟體,滑鼠手勢_Easystroke,鼠标手势_Easystroke,可设置鼠标手势来执行计算机相关作业的软件,鼠标手势_Easystroke,Misc_Easystroke,滑鼠手勢_Easystroke,可設定滑鼠手勢來執行電腦相關作業的軟體,滑鼠手勢_Easystroke,Tutorial;
qjoypad.desktop,搖桿模擬器_QJoyPad,將 USB 搖桿上的按鍵直接對映到鍵盤按鍵的軟體,搖桿模擬器_QJoyPad,摇杆模拟器_QJoyPad,将USB摇杆上的按键直接映射到键盘按键的软件,摇杆仿真器_QJoyPad,Misc_QJoyPad,搖桿模擬器_QJoyPad,將 USB 搖桿上的按鍵直接對映到鍵盤按鍵的軟體,搖桿模擬器_QJoyPad,Tutorial;
wiican.desktop,Wiimote設定_Wiican,Wiimote 連線及快速鍵設定的軟體,Wiimote設定_Wiican,Wiimote设置_Wiican,Wiimote连接及快速键设置的软件,Wiimote设置_Wiican,Misc_Wiican,Wiimote設定_Wiican,Wiimote 連線及快速鍵設定的軟體,Wiimote設定_Wiican,Tutorial;
wminput.desktop,Wii 手把設定_Wminput,Ｗiimote 手把連線設定軟體,Wii 手把設定_Wminput,Wii手把设置_Wminput,Ｗiimote手把连接设置软件,Wii手把设置_Wminput,Misc_Wminput,Wii 手把設定_Wminput,Ｗiimote 手把連線設定軟體,Wii 手把設定_Wminput,Tutorial;
samba.desktop,網路芳鄰_samba,快速設定網路芳鄰的程式,網路芳鄰_samba,网上邻居_samba,快速设置网上邻居的程序,网上邻居_samba,Misc_samba,網路芳鄰_samba,快速設定網路芳鄰的程式,網路芳鄰_samba,Tutorial;
lampp.desktop,教學伺服器_lampp,可以讓你快速安裝教學伺服器的安裝程式,教學伺服器_lampp,教学服务器_lampp,可以让你快速安装教学服务器的安装程序,教学服务器_lampp,Misc_lampp,教學伺服器_lampp,可以讓你快速安裝教學伺服器的安裝程式,教學伺服器_lampp,Tutorial;
italc.desktop,螢幕廣播_iTALC,iTALC 是一個可以用於電腦教室螢幕廣播與監控的軟體,螢幕廣播_iTALC,屏幕广播_iTALC,iTALC是一个可以用于计算机教室屏幕广播与监控的软件,屏幕广播_iTALC,Misc_iTALC,螢幕廣播_iTALC,iTALC 是一個可以用於電腦教室螢幕廣播與監控的軟體,螢幕廣播_iTALC,Tutorial;
#附屬應用程式,,,,,,,,,,,
# file-roller.desktop: 20141107 added by Franklin,,,,,,,,,,,
file-roller.desktop,檔案壓縮_ArchiveManager,Gnome上的檔案壓縮管理程式,檔案壓縮_ArchiveManager,档案压缩_ArchiveManager,Gnome上的文档压缩管理程序,档案压缩_ArchiveManager,FileArchiver_ArchiveManager,檔案壓縮_ArchiveManager,Gnome上的檔案壓縮管理程式,檔案壓縮_ArchiveManager,Utility;
kate.desktop,文字編輯_Kate,常用文字編輯軟體,文字編輯_Kate,文字编辑_Kate,常用文字编辑软件,文字编辑_Kate,Editor_Kate,文字編輯_Kate,常用文字編輯軟體,文字編輯_Kate,Utility;
org.kde.kate.desktop,文字編輯_Kate,常用文字編輯軟體,文字編輯_Kate,文字编辑_Kate,常用文字编辑软件,文字编辑_Kate,Editor_Kate,文字編輯_Kate,常用文字編輯軟體,文字編輯_Kate,Utility;
gvim.desktop,文字編輯_Gvim,vim 文字編輯器,文字編輯_Gvim,文字编辑_Gvim,vim文字编辑器,文字编辑_Gvim,Editor_Gvim,文字編輯_Gvim,vim 文字編輯器,文字編輯_Gvim,Utility;
vim.desktop,文字編輯_vim,vim 文字編輯器,文字編輯_vim,文字编辑_vim,vim文字编辑器,文字编辑_vim,Editor_vim,文字編輯_vim,vim 文字編輯器,文字編輯_vim,Utility;
# leafpad.desktop, galculator.desktop: 20141107 added by Franklin,,,,,, galculator.desktop: 20141107 added by Franklin, galculator.desktop: 20141107 added by Franklin,,,
leafpad.desktop,文字編輯_Leafpad,簡易文字編輯器,文字編輯_Leafpad,文字编辑_Leafpad,简易文字编辑器,文字编辑_Leafpad,Editor_Leafpad,文字編輯_Leafpad,簡易文字編輯器,文字編輯_Leafpad,Utility;
galculator.desktop,計算機_Galculator,科學計算機軟體,計算機_Galculator,计算器_Galculator,科学计算器软件,计算器_Galculator,Calculator_Galculator,計算機_Galculator,科學計算機軟體,計算機_Galculator,Utility;
knotes.desktop,螢幕便利貼_KNotes,在螢幕上貼便條,螢幕便利貼_KNotes,屏幕便利贴_KNotes,在屏幕上贴便条,屏幕便利贴_KNotes,Notes_KNotes,螢幕便利貼_KNotes,在螢幕上貼便條,螢幕便利貼_KNotes,Utility;
org.kde.knotes.desktop,螢幕便利貼_KNotes,在螢幕上貼便條,螢幕便利貼_KNotes,屏幕便利贴_KNotes,在屏幕上贴便条,屏幕便利贴_KNotes,Notes_KNotes,螢幕便利貼_KNotes,在螢幕上貼便條,螢幕便利貼_KNotes,Utility;
# xpad.desktop: 20141107 added by Franklin,,,,,,,,,,,
xpad.desktop,螢幕便利貼_Xpad,在螢幕上貼便條,螢幕便利貼_Xpad,屏幕便利贴_Xpad,在屏幕上贴便条,屏幕便利贴_Xpad,Notes_Xpad,螢幕便利貼_Xpad,在螢幕上貼便條,螢幕便利貼_Xpad,Utility;
kcalc.desktop,計算機_KCalc,KDE 上的計算機軟體,計算機_KCalc,计算器_KCalc,KDE上的计算器软件,计算器_KCalc,Calculator_KCalc,計算機_KCalc,KDE 上的計算機軟體,計算機_KCalc,Utility;
org.kde.kcalc.desktop,計算機_KCalc,KDE 上的計算機軟體,計算機_KCalc,计算器_KCalc,KDE上的计算器软件,计算器_KCalc,Calculator_KCalc,計算機_KCalc,KDE 上的計算機軟體,計算機_KCalc,Utility;
kmag.desktop,放大鏡_KMag,放大螢幕的某部份,放大鏡_KMag,放大镜_KMag,放大屏幕的某部份,放大镜_KMag,Magnifier_KMag,放大鏡_KMag,放大螢幕的某部份,放大鏡_KMag,Utility;
virtualbox.desktop,虛擬機器_VirtualBox,類似vmware的虛擬機器，並可以在上面安裝其他作業系統,虛擬機器_VirtualBox,虛擬機器_VirtualBox,類似vmware的虛擬機器，並可以在上面安裝其他作業系統,虛擬機器_VirtualBox,VM_VirtualBox,虛擬機器_VirtualBox,類似vmware的虛擬機器，並可以在上面安裝其他作業系統,虛擬機器_VirtualBox,Utility;
kvkbd.desktop,虛擬鍵盤_Kvkbd,可以呼叫出系統的虛擬鍵盤來使用,虛擬鍵盤_Kvkbd,虚拟键盘_Kvkbd,可以调用出系统的虚拟键盘来使用,虚拟键盘_Kvkbd,VirtualKB_Kvkbd,虛擬鍵盤_Kvkbd,可以呼叫出系統的虛擬鍵盤來使用,虛擬鍵盤_Kvkbd,Utility;
kmousetool.desktop,滑鼠工具_KMousetool,幫您重覆點擊避免手腕傷害,滑鼠工具_KMousetool,鼠标工具_KMousetool,帮您重复点击避免手腕伤害,鼠标工具_KMousetool,MouseTool_KMousetool,滑鼠工具_KMousetool,幫您重覆點擊避免手腕傷害,滑鼠工具_KMousetool,Utility;
synaptiks.desktop,觸控板設定_Synaptiks,筆電觸控版的管理程式,觸控板設定_Synaptiks,触控板设置_Synaptiks,笔电触控版的管理程序,触控板设置_Synaptiks,Touchpanel_Synaptiks,觸控板設定_Synaptiks,筆電觸控版的管理程式,觸控板設定_Synaptiks,Utility;
ark.desktop,壓縮工具_Ark,可以壓縮和解壓縮的軟體,壓縮工具_Ark,压缩工具_Ark,可以压缩和解压缩的软件,压缩工具_Ark,FileArchiver_Ark,壓縮工具_Ark,可以壓縮和解壓縮的軟體,壓縮工具_Ark,Utility;
org.kde.ark.desktop,壓縮工具_Ark,可以壓縮和解壓縮的軟體,壓縮工具_Ark,压缩工具_Ark,可以压缩和解压缩的软件,压缩工具_Ark,FileArchiver_Ark,壓縮工具_Ark,可以壓縮和解壓縮的軟體,壓縮工具_Ark,Utility;
7zip.desktop,壓縮工具_7zip,跨平台壓縮和解壓縮的軟體，可以避免在解壓縮時，因為不同平台而出現中文檔名亂碼的問題,壓縮工具_7zip,压缩工具_7zip,跨平台压缩和解压缩的软件，可以避免在解压缩时，因为不同平台而出现中文文件名乱码的问题,压缩工具_7zip,FileArchiver_7zip,壓縮工具_7zip,跨平台壓縮和解壓縮的軟體，可以避免在解壓縮時，因為不同平台而出現中文檔名亂碼的問題,壓縮工具_7zip,Utility;
klipper.desktop,剪貼簿_Klipper,KDE 上強大的剪貼簿軟體,剪貼簿_Klipper,剪贴板_Klipper,KDE上强大的剪贴板软件,剪贴板_Klipper,Clipboard_Klipper,剪貼簿_Klipper,KDE 上強大的剪貼簿軟體,剪貼簿_Klipper,Utility;
org.kde.klipper.desktop,剪貼簿_Klipper,KDE 上強大的剪貼簿軟體,剪貼簿_Klipper,剪贴板_Klipper,KDE上强大的剪贴板软件,剪贴板_Klipper,Clipboard_Klipper,剪貼簿_Klipper,KDE 上強大的剪貼簿軟體,剪貼簿_Klipper,Utility;
akonaditray.desktop,系統工具_Akonaditray,系統工具管理程式,系統工具_Akonaditray,系统工具_Akonaditray,系统工具管理程序,系统工具_Akonaditray,System_Akonaditray,系統工具_Akonaditray,系統工具管理程式,系統工具_Akonaditray,Utility;
tomboy.desktop,筆記_Tomboy,類似便利貼，可用來記事的軟體,筆記_Tomboy,笔记_Tomboy,类似便利贴，可用来记事的软件,笔记_Tomboy,Notes_Tomboy,筆記_Tomboy,類似便利貼，可用來記事的軟體,筆記_Tomboy,Utility;
gedit.desktop,文字編輯_gedit,文字檔編輯軟體,文字編輯_gedit,文字编辑_gedit,文本编辑软件,文字编辑_gedit,Editor_gedit,文字編輯_gedit,文字檔編輯軟體,文字編輯_gedit,Utility;
gnome-screenshot.desktop,螢幕截圖_screenshot,可將桌面或使用中的視窗截取為圖片的軟體,螢幕截圖_screenshot,屏幕截图_screenshot,可将桌面或使用中的窗口截取为图片的软件,屏幕截图_screenshot,Screenshot_screenshot,螢幕截圖_screenshot,可將桌面或使用中的視窗截取為圖片的軟體,螢幕截圖_screenshot,Utility;
gcalctool.desktop,計算機_gcalctool,進行數字、科學或金融的計算,計算機_gcalctool,计算器_gcalctool,进行数字、科学或金融的计算,计算器_gcalctool,Calculator_gcalctool,計算機_gcalctool,進行數字、科學或金融的計算,計算機_gcalctool,Utility;
convertall.desktop,單位換算_ConvertAll,單位換算軟體,單位換算_ConvertAll,单位换算_ConvertAll,单位换算软件,单位换算_ConvertAll,UnitConvert_ConvertAll,單位換算_ConvertAll,單位換算軟體,單位換算_ConvertAll,Utility;
python-whiteboard.desktop,電子白板_Whiteboard,wiimote 白板用的定位軟體,電子白板_Whiteboard,电子白板_Whiteboard,wiimote白板用的定位软件,电子白板_Whiteboard,Misc_Whiteboard,電子白板_Whiteboard,wiimote 白板用的定位軟體,電子白板_Whiteboard,Utility;
gnome-terminal.desktop,終端機_Terminal,使用命令列來執行相關作業,終端機_Terminal,终端机_Terminal,使用命令列来执行相关作业,终端机_Terminal,Utils_Terminal,終端機_Terminal,使用命令列來執行相關作業,終端機_Terminal,Utility;
posterazor.desktop,分割列印_PosteRazor,可將大圖片或海報，分割各種尺寸的軟體,分割列印_PosteRazor,分割打印_PosteRazor,可将大图片或海报，分割各种尺寸的软件,分割打印_PosteRazor,Utils_PosteRazor,分割列印_PosteRazor,可將大圖片或海報，分割各種尺寸的軟體,分割列印_PosteRazor,Utility;
simple-scan.desktop,簡易掃瞄_Simple Scan,用於掃描文件的軟體,簡易掃瞄_Simple Scan,简易扫瞄_SimpleScan,用于扫描文件的软件,简易扫瞄_SimpleScan,Scanning_Simple Scan,簡易掃瞄_Simple Scan,用於掃描文件的軟體,簡易掃瞄_Simple Scan,Utility;
xsane.desktop,掃瞄器軟體_XSane,在Linux 下的支援多種掃瞄器驅動的軟體,掃瞄器軟體_XSane,扫瞄仪软件_XSane,在Linux下的支持多种扫瞄仪驱动的软件,扫描仪软件_XSane,Scanning_XSane,掃瞄器軟體_XSane,在Linux 下的支援多種掃瞄器驅動的軟體,掃瞄器軟體_XSane,Utility;
#ezgo工具箱,,,,,,,,,,,
my_ezgo.desktop,我的 ezgo,可清楚的看到硬體、網路、可移除裝置及系統等相關資訊,我的 ezgo,我的 ezgo,可清楚的看到硬件、网络、可删除设备及系统等相关信息,我的 ezgo,My ezgo,我的 ezgo,可清楚的看到硬體、網路、可移除裝置及系統等相關資訊,我的 ezgo,myezgo;
ezgo_center.desktop,ezgo 服務中心,ezgo 相關服務連結,ezgo 服務中心,ezgo 服务中心,ezgo相关服务连结,ezgo 服务中心,ezgo Center,ezgo 服務中心,ezgo 相關服務連結,ezgo 服務中心,myezgo;
ezinstall.desktop,ezgo 軟體中心,可以新增移除 ezgo 特別整理的軟體,ezgo 軟體中心,ezgo 软件中心,可以新增删除ezgo特别整理的软件,ezgo 软件中心,ezgo Software Center,ezgo 軟體中心,可以新增移除 ezgo 特別整理的軟體,ezgo 軟體中心,myezgo;
media_install_force.desktop,安裝推薦軟體,安裝常用的推薦軟體，例如 Flash 等,安裝推薦軟體,安装推薦软件,安装常用的推薦软件，例如 Flash 等,安装推薦软件,ezgo recommended software,安裝推薦軟體,安裝常用的推薦軟體，例如 Flash 等,安裝推薦軟體,myezgo;
media_install.desktop,安裝推薦軟體,安裝常用的推薦軟體，例如 Flash 等,安裝推薦軟體,安装推薦软件,安装常用的推薦软件，例如 Flash 等,安装推薦软件,ezgo recommended3rd party software,安裝推薦軟體,安裝常用的推薦軟體，例如 Flash 等,安裝推薦軟體,myezgo;
update_ezgo.desktop,ezgo 更新程式,將 ezgo 進行程式更新,ezgo 更新程式,ezgo 更新程序,将ezgo进行程序更新,ezgo 更新程序,ezgo update,ezgo 更新程式,將 ezgo 進行程式更新,ezgo 更新程式,myezgo;
recover.desktop,使用者還原設定,還原使用者在 ezgo 下的環境設定,使用者還原設定,用户还原设置,还原用户在ezgo下的环境设置,用户还原初始设置,ezgo user recovery,使用者還原設定,還原使用者在 ezgo 下的環境設定,使用者還原設定,myezgo;
skel.desktop,還原 ezgo 初始設定,將您的 ezgo 還原至安裝時的初始設定,還原 ezgo 初始設定,还原 ezgo 初始设置,将您的ezgo还原至安装时的初始设置,还原 ezgo 初始设置,Factory default recovery,還原 ezgo 初始設定,將您的 ezgo 還原至安裝時的初始設定,還原 ezgo 初始設定,myezgo;
#系統,,,,,,,,,,,
org.kde.discover.desktop,套件管理_Discover,KDE系統中用來管理套件的軟體,套件管理_Discover,套件管理_Discover,KDE系统中用来管理套件的软件,套件管理_Discover,Package_Discover,套件管理_Discover,KDE系統中用來管理套件的軟體,套件管理_Discover,System;
org.kde.apper.desktop,套件管理_Apper,KDE系統中用來管理套件的軟體,套件管理_Apper,套件管理_Apper,KDE系统中用来管理套件的软件,套件管理_Apper,Package_Apper,套件管理_Apper,KDE系統中用來管理套件的軟體,套件管理_Apper,System;
freefilesync.desktop,檔案備份_FreeFileSync,很好用的檔案與資料夾同步備份軟體,檔案備份_FreeFileSync,文件备份_FreeFileSync,很好用的文件与数据夹同步备份软件,文件备份_FreeFileSync,FileSync_FreeFileSync,檔案備份_FreeFileSync,很好用的檔案與資料夾同步備份軟體,檔案備份_FreeFileSync,System;
PlayOnLinux.desktop,Wine版本管理_PlayOnLinux,管理系統中 Wine 版本的工具,Wine版本管理_PlayOnLinux,Wine版本管理_PlayOnLinux,管理系統中 Wine 版本的工具,Wine版本管理_PlayOnLinux,PlayOnLinux,Wine版本管理_PlayOnLinux,管理系統中 Wine 版本的工具,Wine版本管理_PlayOnLinux,System;
realtimesync.desktop,即時同步_RealTimeSync,很好用的檔案與資料夾同步備份軟體,即時同步_RealTimeSync,即时同步_RealTimeSync,很好用的文件与数据夹同步备份软件,即时同步_RealTimeSync,FileSync_RealTimeSync,即時同步_RealTimeSync,很好用的檔案與資料夾同步備份軟體,即時同步_RealTimeSync,System;
muon-installer.desktop,Muon 軟體中心,用於新增移除軟體的軟體中心,Muon 軟體中心,Muon 软件中心,用于新增或删除软件的软件中心,Muon软件中心,Software_Muon 軟體中心,Muon 軟體中心,用於新增移除軟體的軟體中心,Muon 軟體中心,System;
muon.desktop,套件管理員_Muon,用於新增移除軟體及程式套件的軟體中心,套件管理員_Muon,组件管理员_Muon,用于新增或删除软件及程序组件的软件中心,组件管理员_Muon,Software_套件管理員_Muon,套件管理員_Muon,用於新增移除軟體及程式套件的軟體中心,套件管理員_Muon,System;
usb-creator-gtk.desktop,ezgo開機碟製作_usb-creator-gtk,ezgo開機碟製作程式,ezgo開機碟製作_usb-creator-gtk,ezgo开机U盘制作_usb-creator-gtk,ezgo开机U盘制作程序,ezgo开机U盘制作_usb-creator-gtk,BootUSBCreator_usb-creator-gtk,ezgo開機碟製作_usb-creator-gtk,ezgo開機碟製作程式,ezgo開機碟製作_usb-creator-gtk,System;
usb-creator-kde.desktop,ezgo開機碟製作_usb-creator,ezgo開機碟製作程式,ezgo開機碟製作_usb-creator,ezgo开机U盘制作_usb-creator,ezgo开机U盘制作程序,ezgo开机U盘制作_usb-creator,BootUSBCreator_usb-creator,ezgo開機碟製作_usb-creator,ezgo開機碟製作程式,ezgo開機碟製作_usb-creator,System;
unetbootin.desktop,Linux開機碟製作_UNetbootin,Linux開機碟製作程式,Linux開機碟製作_UNetbootin,Linux开机U盘制作_UNetbootin,Linux开机U盘制作程序,Linux开机U盘制作_UNetbootin,BootUSBCreator_UNetbootin,Linux開機碟製作_UNetbootin,Linux開機碟製作程式,Linux開機碟製作_UNetbootin,System;
partitionmanager.desktop,磁碟分割_KDE Partition Manager,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_KDE Partition Manager,磁盘分区管理_KDEPartitionManager,可以轻松管理您的磁盘、分区与文件系统,磁盘分区管理_KDEPartitionManager,DiskPartition_KDE Partition Manager,磁碟分割_KDE Partition Manager,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_KDE Partition Manager,System;
org.gnome.DiskUtility.desktop,磁碟分割_DiskUtility,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_DiskUtility,磁盘分区管理_DiskUtility,可以轻松管理您的磁盘、分区与文件系统,磁盘分区管理_DiskUtility,DiskPartition_DiskUtility,磁碟分割_DiskUtility,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_DiskUtility,System;
org.kde.PartitionManager.desktop,磁碟分割_KDE Partition Manager,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_KDE Partition Manager,磁盘分区管理_KDEPartitionManager,可以轻松管理您的磁盘、分区与文件系统,磁盘分区管理_KDEPartitionManager,DiskPartition_KDE Partition Manager,磁碟分割_KDE Partition Manager,可以輕鬆的管理您的磁碟、分割區與檔案系統,磁碟分割_KDE Partition Manager,System;
# gnome-disks.desktop: 20141107 added by Franklin,,,,,,,,,,,
gnome-disks.desktop,磁碟管理_GnomeDisks,Gnome 上的磁碟管理程式,磁碟管理_GnomeDisks,磁碟管理_GnomeDisks,Gnome 上的磁碟管理软件,磁碟管理_GnomeDisks,DiskPartition_GnomeDisks,磁碟管理_GnomeDisks,Gnome 上的磁碟管理程式,磁碟管理_GnomeDisks,System;
konsole.desktop,終端機_Konsole,KDE 上的終端機模擬程式,終端機_Konsole,终端机_Konsole,KDE上的终端機仿真程序,终端机_Konsole,Terminal_Konsole,終端機_Konsole,KDE 上的終端機模擬程式,終端機_Konsole,System;
org.kde.konsole.desktop,終端機_Konsole,KDE 上的終端機模擬程式,終端機_Konsole,终端机_Konsole,KDE上的终端機仿真程序,终端机_Konsole,Terminal_Konsole,終端機_Konsole,KDE 上的終端機模擬程式,終端機_Konsole,System;
# lxterminal.desktop: 20141107 added by Franklin,,,,,,,,,,,
lxterminal.desktop,終端機_Lxterminal,LXDE 上的終端機模擬程式,終端機_Lxterminal,终端机_Lxterminal,LXDE 上的终端机仿真程序,终端机_Lxterminal,Terminal_Lxterminal,終端機_Lxterminal,LXDE 上的終端機模擬程式,終端機_Lxterminal,System;
dolphin.desktop,檔案總管_Dolphin,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_Dolphin,文件总管_Dolphin,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_Dolphin,FileManager_Dolphin,檔案總管_Dolphin,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_Dolphin,Utility;Qt;KDE;System;FileTools;FileManager;
nautilus.desktop,檔案總管_nautilus,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_nautilus,文件总管_nautilus,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_nautilus,FileManager_nautilus,檔案總管_nautilus,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_nautilus,Utility;GTK;Gnome;System;FileTools;FileManager;
org.kde.dolphin.desktop,檔案總管_Dolphin,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_Dolphin,文件总管_Dolphin,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_Dolphin,FileManager_Dolphin,檔案總管_Dolphin,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_Dolphin,Utility;Qt;KDE;System;FileTools;FileManager;
# pcmanfm: 20141106 added by Franklin,,,,,,,,,,,
pcmanfm.desktop,檔案總管_PCManFM,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_PCManFM,文件总管_PCManFM,类似Windows下的资源管理器，可以查看及管理数据夹中的文件,文件总管_PCManFM,FileManager_PCManFM,檔案總管_PCManFM,類似 Windows 下的檔案總管，可查看及管理資料夾中的檔案,檔案總管_PCManFM,FileManager;Utility;System;
krandrtray.desktop,螢幕設定_KrandRTray,可調整螢幕大小及相關設定,螢幕設定_KrandRTray,屏幕设置_KrandRTray,可以调整屏幕分辨率及相关设置,屏幕设置_KrandRTray,ScreenResolution_KrandRTray,螢幕設定_KrandRTray,可調整螢幕大小及相關設定,螢幕設定_KrandRTray,System;
my-computer.desktop,系統資訊_My Computer,可清楚的看到硬體、網路、可移除裝置及系統等相關資訊,系統資訊_My Computer,系统信息_MyComputer,可以清楚地看到硬件、网络、可删除设备及系统等相关信息,系统信息_MyComputer,System_My Computer,系統資訊_My Computer,可清楚的看到硬體、網路、可移除裝置及系統等相關資訊,系統資訊_My Computer,System;
org.kde.ksystemlog.desktop,系統紀錄_KsystemLog,完整的系統紀錄列表,系統紀錄_KsystemLog,系统纪录_KsystemLog,可以查看完整的系统日志信息,系统纪录_KsystemLog,System_KsystemLog,系統紀錄_KsystemLog,完整的系統紀錄列表,系統紀錄_KsystemLog,System;
ksystemlog.desktop,系統紀錄_KsystemLog,完整的系統紀錄列表,系統紀錄_KsystemLog,系统纪录_KsystemLog,可以查看完整的系统日志信息,系统纪录_KsystemLog,System_KsystemLog,系統紀錄_KsystemLog,完整的系統紀錄列表,系統紀錄_KsystemLog,System;
ksysguard.desktop,系統監視器_Ksysguard,顯示系統軟體執行現況,系統監視器_Ksysguard,系统监视器_Ksysguard,可以查看系统软件执行实时状况,系统监视器_Ksysguard,System_Ksysguard,系統監視器_Ksysguard,顯示系統軟體執行現況,系統監視器_Ksysguard,System;
org.kde.ksysguard.desktop,系統監視器_Ksysguard,顯示系統軟體執行現況,系統監視器_Ksysguard,系统监视器_Ksysguard,可以查看系统软件执行实时状况,系统监视器_Ksysguard,System_Ksysguard,系統監視器_Ksysguard,顯示系統軟體執行現況,系統監視器_Ksysguard,System;
kinfocenter.desktop,系統資訊_Kinfocenter,顯示系統相關資訊,系統資訊_Kinfocenter,系统信息_Kinfocenter,可以显示电脑系统相关信息,系统信息_Kinfocenter,System_Kinfocenter,系統資訊_Kinfocenter,顯示系統相關資訊,系統資訊_Kinfocenter,System;
org.kde.kinfocenter.desktop,系統資訊_Kinfocenter,顯示系統相關資訊,系統資訊_Kinfocenter,系统信息_Kinfocenter,可以显示电脑系统相关信息,系统信息_Kinfocenter,System_Kinfocenter,系統資訊_Kinfocenter,顯示系統相關資訊,系統資訊_Kinfocenter,System;
jockey-kde.desktop,額外驅動程式_jockey-kde,可以檢視及安裝額外的驅動程式,額外驅動程式_jockey-kde,额外驱动程序_jockey-kde,可以查看及安装额外的驱动程序,额外驱动程序_jockey-kde,System_jockey-kde,額外驅動程式_jockey-kde,可以檢視及安裝額外的驅動程式,額外驅動程式_jockey-kde,System;
nepomukbackup.desktop,備份工具_Nepomuk Backup,系統備份工具,備份工具_Nepomuk Backup,备份工具_NepomukBackup,系统备份工具,备份工具_NepomukBackup,System_Nepomuk Backup,備份工具_Nepomuk Backup,系統備份工具,備份工具_Nepomuk Backup,System;
nepomukcontroller.desktop,備份工具_Nepomuk Controller,系統備份主控台,備份工具_Nepomuk Controller,备份工具_NepomukController,系统备份主控台,备份工具_NepomukController,System_Nepomuk Controller,備份工具_Nepomuk Controller,系統備份主控台,備份工具_Nepomuk Controller,System;
